"adoption_id","adoption_date","adoption_event_id","adoption_event_status"
654,"2021-11-22",8,"With Adoption Event"
655,"2018-06-23","","Without Adoption Event"
656,"2022-10-20","","Without Adoption Event"
657,"2023-11-10",16,"With Adoption Event"
658,"2021-07-03",7,"With Adoption Event"
659,"2019-11-11","","Without Adoption Event"
660,"2022-02-18",9,"With Adoption Event"
661,"2023-12-13",16,"With Adoption Event"
662,"2023-06-15","","Without Adoption Event"
663,"2023-01-05",13,"With Adoption Event"
664,"2020-11-03","","Without Adoption Event"
665,"2022-04-02","","Without Adoption Event"
666,"2019-04-23","","Without Adoption Event"
667,"2023-02-23","","Without Adoption Event"
668,"2023-11-05","","Without Adoption Event"
669,"2023-12-04","","Without Adoption Event"
670,"2023-05-13","","Without Adoption Event"
671,"2023-06-21","","Without Adoption Event"
672,"2019-09-23","","Without Adoption Event"
673,"2023-12-07",16,"With Adoption Event"
674,"2018-01-09","","Without Adoption Event"
675,"2021-01-15",5,"With Adoption Event"
676,"2023-12-19","","Without Adoption Event"
677,"2019-02-16","","Without Adoption Event"
678,"2022-09-24","","Without Adoption Event"
679,"2023-01-25","","Without Adoption Event"
680,"2023-12-23","","Without Adoption Event"
681,"2020-12-26",4,"With Adoption Event"
682,"2021-09-01","","Without Adoption Event"
683,"2021-07-14","","Without Adoption Event"
684,"2019-08-31","","Without Adoption Event"
685,"2022-06-30","","Without Adoption Event"
686,"2022-02-23","","Without Adoption Event"
687,"2021-05-26","","Without Adoption Event"
688,"2023-07-14",15,"With Adoption Event"
689,"2023-06-12","","Without Adoption Event"
690,"2023-02-13","","Without Adoption Event"
691,"2023-03-26","","Without Adoption Event"
692,"2023-08-27","","Without Adoption Event"
693,"2021-06-25",7,"With Adoption Event"
694,"2021-04-20","","Without Adoption Event"
695,"2023-07-01",15,"With Adoption Event"
696,"2023-10-13",16,"With Adoption Event"
697,"2018-03-26","","Without Adoption Event"
698,"2021-03-30","","Without Adoption Event"
699,"2023-10-26","","Without Adoption Event"
700,"2023-07-25","","Without Adoption Event"
701,"2022-07-11",11,"With Adoption Event"
702,"2022-10-07",12,"With Adoption Event"
703,"2023-06-04","","Without Adoption Event"
704,"2021-05-07","","Without Adoption Event"
705,"2023-03-04","","Without Adoption Event"
706,"2022-05-27",10,"With Adoption Event"
707,"2023-02-22",13,"With Adoption Event"
708,"2020-10-31","","Without Adoption Event"
709,"2022-03-14","","Without Adoption Event"
710,"2021-10-18",8,"With Adoption Event"
711,"2021-07-30","","Without Adoption Event"
712,"2022-09-24","","Without Adoption Event"
713,"2022-12-05","","Without Adoption Event"
714,"2022-06-04",10,"With Adoption Event"
715,"2022-12-21","","Without Adoption Event"
716,"2023-12-25",16,"With Adoption Event"
717,"2022-07-26",11,"With Adoption Event"
718,"2020-05-03","","Without Adoption Event"
719,"2022-06-08",11,"With Adoption Event"
720,"2021-12-08","","Without Adoption Event"
721,"2023-11-08",16,"With Adoption Event"
722,"2023-08-01","","Without Adoption Event"
723,"2019-01-25","","Without Adoption Event"
724,"2023-08-12","","Without Adoption Event"
725,"2022-08-25","","Without Adoption Event"
726,"2022-09-28","","Without Adoption Event"
727,"2019-01-04","","Without Adoption Event"
728,"2021-10-25",8,"With Adoption Event"
729,"2023-07-19","","Without Adoption Event"
730,"2022-07-28","","Without Adoption Event"
731,"2020-03-21","","Without Adoption Event"
732,"2022-07-03",11,"With Adoption Event"
733,"2022-10-27",12,"With Adoption Event"
734,"2022-09-04","","Without Adoption Event"
735,"2023-01-11","","Without Adoption Event"
736,"2023-10-17","","Without Adoption Event"
737,"2022-01-07","","Without Adoption Event"
738,"2023-07-17",15,"With Adoption Event"
739,"2018-10-31","","Without Adoption Event"
740,"2023-12-17","","Without Adoption Event"
741,"2018-11-09","","Without Adoption Event"
742,"2019-04-22","","Without Adoption Event"
743,"2022-06-03","","Without Adoption Event"
744,"2023-10-31",16,"With Adoption Event"
745,"2023-09-24","","Without Adoption Event"
746,"2023-03-10",14,"With Adoption Event"
747,"2022-11-02","","Without Adoption Event"
748,"2021-05-15","","Without Adoption Event"
749,"2023-04-26","","Without Adoption Event"
750,"2022-05-23","","Without Adoption Event"
751,"2023-09-08","","Without Adoption Event"
752,"2023-05-13",14,"With Adoption Event"
753,"2023-01-03",12,"With Adoption Event"
754,"2018-12-19","","Without Adoption Event"
755,"2022-04-30","","Without Adoption Event"
756,"2022-03-21","","Without Adoption Event"
757,"2022-03-07","","Without Adoption Event"
758,"2022-10-08","","Without Adoption Event"
759,"2023-06-29",15,"With Adoption Event"
760,"2021-12-30",8,"With Adoption Event"
761,"2023-01-13","","Without Adoption Event"
762,"2018-10-24","","Without Adoption Event"
763,"2023-04-03",14,"With Adoption Event"
764,"2023-07-19","","Without Adoption Event"
765,"2019-11-06","","Without Adoption Event"
766,"2023-03-25",14,"With Adoption Event"
767,"2019-11-14","","Without Adoption Event"
768,"2023-01-29","","Without Adoption Event"
769,"2023-07-19","","Without Adoption Event"
770,"2023-02-25","","Without Adoption Event"
771,"2023-10-06","","Without Adoption Event"
772,"2022-02-01",9,"With Adoption Event"
773,"2023-04-08","","Without Adoption Event"
774,"2022-08-30","","Without Adoption Event"
775,"2023-03-09",14,"With Adoption Event"
776,"2021-03-25","","Without Adoption Event"
777,"2020-04-18",2,"With Adoption Event"
778,"2023-06-11","","Without Adoption Event"
779,"2023-10-03",16,"With Adoption Event"
780,"2020-04-22","","Without Adoption Event"
781,"2023-02-20","","Without Adoption Event"
782,"2023-03-02","","Without Adoption Event"
783,"2018-11-02","","Without Adoption Event"
784,"2020-12-27",4,"With Adoption Event"
785,"2022-05-13","","Without Adoption Event"
786,"2022-04-09","","Without Adoption Event"
787,"2018-10-07","","Without Adoption Event"
788,"2018-08-07","","Without Adoption Event"
789,"2020-01-11","","Without Adoption Event"
790,"2019-03-27","","Without Adoption Event"
791,"2023-10-29","","Without Adoption Event"
792,"2023-05-10","","Without Adoption Event"
793,"2023-03-20",14,"With Adoption Event"
794,"2022-08-18",11,"With Adoption Event"
795,"2023-07-27",15,"With Adoption Event"
796,"2023-12-26","","Without Adoption Event"
797,"2023-10-18","","Without Adoption Event"
798,"2023-05-05",14,"With Adoption Event"
799,"2023-05-12",14,"With Adoption Event"
800,"2023-09-07",16,"With Adoption Event"
801,"2023-09-27",16,"With Adoption Event"
802,"2021-11-25",8,"With Adoption Event"
803,"2023-02-24","","Without Adoption Event"
804,"2020-03-16",2,"With Adoption Event"
805,"2020-01-08","","Without Adoption Event"
806,"2020-11-07",4,"With Adoption Event"
807,"2021-07-15",7,"With Adoption Event"
808,"2023-07-03","","Without Adoption Event"
809,"2022-05-26",10,"With Adoption Event"
810,"2021-07-28","","Without Adoption Event"
811,"2020-06-10",3,"With Adoption Event"
812,"2023-11-24",16,"With Adoption Event"
813,"2020-05-23","","Without Adoption Event"
814,"2023-02-14","","Without Adoption Event"
815,"2021-03-05","","Without Adoption Event"
816,"2023-12-28","","Without Adoption Event"
817,"2023-10-23","","Without Adoption Event"
818,"2022-12-20",12,"With Adoption Event"
819,"2023-04-12","","Without Adoption Event"
820,"2023-06-23",15,"With Adoption Event"
821,"2022-06-13",11,"With Adoption Event"
822,"2020-10-19",4,"With Adoption Event"
823,"2021-06-21","","Without Adoption Event"
824,"2023-05-16",14,"With Adoption Event"
825,"2023-11-26","","Without Adoption Event"
826,"2020-08-08",3,"With Adoption Event"
827,"2022-04-26",10,"With Adoption Event"
828,"2020-12-08","","Without Adoption Event"
829,"2023-05-14","","Without Adoption Event"
830,"2021-12-01","","Without Adoption Event"
831,"2021-07-30",7,"With Adoption Event"
832,"2022-05-28",10,"With Adoption Event"
833,"2022-06-08","","Without Adoption Event"
834,"2023-04-10","","Without Adoption Event"
835,"2023-09-05","","Without Adoption Event"
836,"2023-08-23",15,"With Adoption Event"
837,"2022-10-11","","Without Adoption Event"
838,"2022-08-02",11,"With Adoption Event"
839,"2023-09-15","","Without Adoption Event"
840,"2022-12-16",12,"With Adoption Event"
841,"2023-03-03","","Without Adoption Event"
842,"2023-11-27",16,"With Adoption Event"
843,"2022-11-05",12,"With Adoption Event"
844,"2022-11-23","","Without Adoption Event"
845,"2023-07-15",15,"With Adoption Event"
846,"2023-12-06","","Without Adoption Event"
847,"2022-06-08",11,"With Adoption Event"
848,"2021-05-20",6,"With Adoption Event"
849,"2022-11-21","","Without Adoption Event"
850,"2023-09-22","","Without Adoption Event"
851,"2022-01-22","","Without Adoption Event"
852,"2023-02-07","","Without Adoption Event"
853,"2019-11-18","","Without Adoption Event"
854,"2022-04-21","","Without Adoption Event"
855,"2023-03-25","","Without Adoption Event"
856,"2023-03-23","","Without Adoption Event"
857,"2023-08-17","","Without Adoption Event"
858,"2023-12-28","","Without Adoption Event"
859,"2023-05-04","","Without Adoption Event"
860,"2021-03-03","","Without Adoption Event"
861,"2022-02-05",9,"With Adoption Event"
862,"2021-02-25","","Without Adoption Event"
863,"2023-02-28","","Without Adoption Event"
864,"2022-06-29","","Without Adoption Event"
865,"2023-07-08","","Without Adoption Event"
866,"2022-12-14","","Without Adoption Event"
867,"2023-09-10","","Without Adoption Event"
868,"2023-01-25","","Without Adoption Event"
869,"2023-08-20",15,"With Adoption Event"
870,"2023-08-28",15,"With Adoption Event"
871,"2020-09-02",3,"With Adoption Event"
872,"2022-07-26",11,"With Adoption Event"
873,"2021-12-05",8,"With Adoption Event"
874,"2023-03-16","","Without Adoption Event"
875,"2022-12-16",12,"With Adoption Event"
876,"2023-09-04","","Without Adoption Event"
877,"2023-11-20","","Without Adoption Event"
878,"2023-12-24","","Without Adoption Event"
879,"2023-10-29",16,"With Adoption Event"
880,"2023-11-08",16,"With Adoption Event"
881,"2022-04-09","","Without Adoption Event"
882,"2023-06-14","","Without Adoption Event"
883,"2021-07-15","","Without Adoption Event"
884,"2020-04-26","","Without Adoption Event"
885,"2023-09-29","","Without Adoption Event"
886,"2022-08-29","","Without Adoption Event"
887,"2022-01-19",9,"With Adoption Event"
888,"2018-09-19","","Without Adoption Event"
889,"2023-08-26","","Without Adoption Event"
890,"2020-12-30","","Without Adoption Event"
891,"2021-05-15",6,"With Adoption Event"
892,"2020-09-23","","Without Adoption Event"
893,"2022-12-14","","Without Adoption Event"
894,"2023-08-18","","Without Adoption Event"
895,"2023-06-12",15,"With Adoption Event"
896,"2023-01-27","","Without Adoption Event"
897,"2021-11-21",8,"With Adoption Event"
898,"2021-05-17","","Without Adoption Event"
899,"2022-10-15",12,"With Adoption Event"
900,"2021-07-16",7,"With Adoption Event"
901,"2023-01-28","","Without Adoption Event"
902,"2022-10-18","","Without Adoption Event"
903,"2023-12-09","","Without Adoption Event"
904,"2023-10-15",16,"With Adoption Event"
905,"2023-06-03","","Without Adoption Event"
906,"2022-12-17","","Without Adoption Event"
907,"2020-03-18","","Without Adoption Event"
908,"2023-03-18",14,"With Adoption Event"
909,"2023-10-06","","Without Adoption Event"
910,"2023-05-21","","Without Adoption Event"
911,"2021-02-03",5,"With Adoption Event"
912,"2022-08-16",11,"With Adoption Event"
913,"2022-10-03","","Without Adoption Event"
914,"2022-10-17","","Without Adoption Event"
915,"2023-11-20","","Without Adoption Event"
916,"2023-01-29","","Without Adoption Event"
917,"2023-12-14",16,"With Adoption Event"
918,"2023-10-30",16,"With Adoption Event"
919,"2023-12-25","","Without Adoption Event"
920,"2023-01-12","","Without Adoption Event"
921,"2022-01-13",9,"With Adoption Event"
922,"2019-10-17","","Without Adoption Event"
923,"2020-06-12",3,"With Adoption Event"
924,"2023-10-24","","Without Adoption Event"
925,"2021-03-23","","Without Adoption Event"
926,"2022-05-11","","Without Adoption Event"
927,"2023-12-15","","Without Adoption Event"
928,"2023-08-17","","Without Adoption Event"
929,"2021-09-28","","Without Adoption Event"
930,"2023-12-15","","Without Adoption Event"
931,"2022-01-09","","Without Adoption Event"
932,"2021-07-31","","Without Adoption Event"
933,"2020-05-27",2,"With Adoption Event"
934,"2023-03-21","","Without Adoption Event"
935,"2020-11-21","","Without Adoption Event"
936,"2021-07-27","","Without Adoption Event"
937,"2023-07-22","","Without Adoption Event"
938,"2022-05-17",10,"With Adoption Event"
939,"2021-08-14",7,"With Adoption Event"
940,"2020-11-01","","Without Adoption Event"
941,"2022-09-13","","Without Adoption Event"
942,"2022-05-02","","Without Adoption Event"
943,"2022-08-07",11,"With Adoption Event"
944,"2022-08-06","","Without Adoption Event"
945,"2023-11-30",16,"With Adoption Event"
946,"2022-09-22","","Without Adoption Event"
947,"2022-11-13",12,"With Adoption Event"
948,"2022-11-10","","Without Adoption Event"
949,"2019-05-14","","Without Adoption Event"
950,"2023-02-05",13,"With Adoption Event"
951,"2023-11-08","","Without Adoption Event"
952,"2022-03-01",9,"With Adoption Event"
953,"2023-09-23","","Without Adoption Event"
954,"2023-10-02","","Without Adoption Event"
955,"2022-04-25","","Without Adoption Event"
956,"2023-01-20",13,"With Adoption Event"
957,"2023-12-27","","Without Adoption Event"
958,"2017-07-15","","Without Adoption Event"
959,"2023-11-26",16,"With Adoption Event"
960,"2022-10-23",12,"With Adoption Event"
961,"2018-09-25","","Without Adoption Event"
962,"2023-01-25",13,"With Adoption Event"
963,"2021-03-17","","Without Adoption Event"
964,"2023-10-08","","Without Adoption Event"
965,"2023-12-29",16,"With Adoption Event"
966,"2023-09-23","","Without Adoption Event"
967,"2023-02-02","","Without Adoption Event"
968,"2022-08-16",11,"With Adoption Event"
969,"2021-09-29","","Without Adoption Event"
970,"2022-07-26",11,"With Adoption Event"
971,"2023-05-16","","Without Adoption Event"
972,"2020-12-25","","Without Adoption Event"
973,"2023-12-14",16,"With Adoption Event"
974,"2023-03-21","","Without Adoption Event"
975,"2023-07-14","","Without Adoption Event"
976,"2023-06-27","","Without Adoption Event"
977,"2023-09-23","","Without Adoption Event"
978,"2023-03-14","","Without Adoption Event"
979,"2023-03-19","","Without Adoption Event"
980,"2022-12-26","","Without Adoption Event"
981,"2023-12-02",16,"With Adoption Event"
982,"2023-10-03","","Without Adoption Event"
983,"2022-08-09","","Without Adoption Event"
984,"2020-09-11","","Without Adoption Event"
985,"2023-12-22",16,"With Adoption Event"
986,"2022-11-02","","Without Adoption Event"
987,"2023-11-04","","Without Adoption Event"
988,"2023-10-15","","Without Adoption Event"
989,"2023-06-26","","Without Adoption Event"
990,"2023-12-21",16,"With Adoption Event"
991,"2023-08-27","","Without Adoption Event"
992,"2020-08-02","","Without Adoption Event"
993,"2022-04-14",10,"With Adoption Event"
994,"2023-01-29",13,"With Adoption Event"
995,"2021-11-12","","Without Adoption Event"
996,"2022-10-17","","Without Adoption Event"
997,"2021-05-24","","Without Adoption Event"
998,"2022-06-14",11,"With Adoption Event"
999,"2023-10-15","","Without Adoption Event"
1000,"2023-12-24","","Without Adoption Event"
1001,"2023-04-08","","Without Adoption Event"
1002,"2023-06-20",15,"With Adoption Event"
1003,"2021-03-19","","Without Adoption Event"
1004,"2023-11-12","","Without Adoption Event"
1005,"2023-05-28","","Without Adoption Event"
1006,"2020-09-04","","Without Adoption Event"
1007,"2022-11-13","","Without Adoption Event"
1008,"2020-08-13",3,"With Adoption Event"
1009,"2022-12-16",12,"With Adoption Event"
1010,"2020-01-18","","Without Adoption Event"
1011,"2023-07-20",15,"With Adoption Event"
1012,"2023-08-31","","Without Adoption Event"
1013,"2020-04-30","","Without Adoption Event"
1014,"2023-11-13","","Without Adoption Event"
1015,"2021-01-10","","Without Adoption Event"
1016,"2023-11-23",16,"With Adoption Event"
1017,"2021-06-10","","Without Adoption Event"
1018,"2022-02-03",9,"With Adoption Event"
1019,"2023-08-03",15,"With Adoption Event"
1020,"2019-07-25","","Without Adoption Event"
1021,"2020-07-03","","Without Adoption Event"
1022,"2023-06-18",15,"With Adoption Event"
1023,"2022-05-19","","Without Adoption Event"
1024,"2023-12-07","","Without Adoption Event"
1025,"2023-09-23","","Without Adoption Event"
1026,"2021-06-14","","Without Adoption Event"
1027,"2022-11-29",12,"With Adoption Event"
1028,"2023-11-25","","Without Adoption Event"
1029,"2023-10-11","","Without Adoption Event"
1030,"2023-07-09",15,"With Adoption Event"
1031,"2020-07-26","","Without Adoption Event"
1032,"2020-10-06",4,"With Adoption Event"
1033,"2022-08-08",11,"With Adoption Event"
1034,"2023-08-04","","Without Adoption Event"
1035,"2023-04-27",14,"With Adoption Event"
1036,"2023-08-07","","Without Adoption Event"
1037,"2022-03-31","","Without Adoption Event"
1038,"2020-05-04","","Without Adoption Event"
1039,"2018-07-03","","Without Adoption Event"
1040,"2023-01-16","","Without Adoption Event"
1041,"2021-03-08",6,"With Adoption Event"
1042,"2022-03-24","","Without Adoption Event"
1043,"2023-10-22","","Without Adoption Event"
1044,"2023-09-17","","Without Adoption Event"
1045,"2020-12-27",4,"With Adoption Event"
1046,"2023-12-11","","Without Adoption Event"
1047,"2020-10-14",4,"With Adoption Event"
1048,"2023-06-19","","Without Adoption Event"
1049,"2022-10-25","","Without Adoption Event"
1050,"2021-11-28","","Without Adoption Event"
1051,"2022-10-06",12,"With Adoption Event"
1052,"2021-12-26",8,"With Adoption Event"
1053,"2023-11-26",16,"With Adoption Event"
1054,"2021-07-04","","Without Adoption Event"
1055,"2022-06-24",11,"With Adoption Event"
1056,"2020-12-05","","Without Adoption Event"
1057,"2022-01-19","","Without Adoption Event"
1058,"2023-05-05","","Without Adoption Event"
1059,"2021-08-10","","Without Adoption Event"
1060,"2023-04-27","","Without Adoption Event"
1061,"2021-01-03","","Without Adoption Event"
1062,"2018-08-01","","Without Adoption Event"
1063,"2022-07-09","","Without Adoption Event"
1064,"2021-06-20","","Without Adoption Event"
1065,"2022-06-08","","Without Adoption Event"
1066,"2021-11-01",8,"With Adoption Event"
1067,"2022-03-21","","Without Adoption Event"
1068,"2023-03-29","","Without Adoption Event"
1069,"2022-08-20","","Without Adoption Event"
1070,"2020-11-09","","Without Adoption Event"
1071,"2022-03-21",10,"With Adoption Event"
1072,"2020-02-29","","Without Adoption Event"
1073,"2023-12-06",16,"With Adoption Event"
1074,"2022-03-20","","Without Adoption Event"
1075,"2023-12-19","","Without Adoption Event"
1076,"2022-04-15","","Without Adoption Event"
1077,"2023-11-20","","Without Adoption Event"
1078,"2022-09-07","","Without Adoption Event"
1079,"2023-05-28","","Without Adoption Event"
1080,"2023-09-24","","Without Adoption Event"
1081,"2023-12-31","","Without Adoption Event"
1082,"2023-04-23","","Without Adoption Event"
1083,"2021-05-11","","Without Adoption Event"
1084,"2021-06-17","","Without Adoption Event"
1085,"2023-07-22","","Without Adoption Event"
1086,"2022-06-26","","Without Adoption Event"
1087,"2022-02-03","","Without Adoption Event"
1088,"2019-10-04","","Without Adoption Event"
1089,"2023-12-29",16,"With Adoption Event"
1090,"2023-02-13","","Without Adoption Event"
1091,"2023-06-20","","Without Adoption Event"
1092,"2023-02-25","","Without Adoption Event"
1093,"2022-12-12",12,"With Adoption Event"
1094,"2022-06-14","","Without Adoption Event"
1095,"2023-04-13","","Without Adoption Event"
1096,"2023-04-18",14,"With Adoption Event"
1097,"2022-12-02","","Without Adoption Event"
1098,"2022-12-23","","Without Adoption Event"
1099,"2020-03-20","","Without Adoption Event"
1100,"2022-10-01","","Without Adoption Event"
1101,"2020-05-01","","Without Adoption Event"
1102,"2019-12-21","","Without Adoption Event"
1103,"2021-09-30",8,"With Adoption Event"
1104,"2023-09-16","","Without Adoption Event"
1105,"2023-07-16","","Without Adoption Event"
1106,"2021-11-10","","Without Adoption Event"
1107,"2023-08-19","","Without Adoption Event"
1108,"2023-05-03",14,"With Adoption Event"
1109,"2023-10-01",16,"With Adoption Event"
1110,"2023-11-26",16,"With Adoption Event"
1111,"2022-05-17","","Without Adoption Event"
1112,"2022-06-20",11,"With Adoption Event"
1113,"2022-11-10","","Without Adoption Event"
1114,"2023-09-20",16,"With Adoption Event"
1115,"2022-07-07",11,"With Adoption Event"
1116,"2023-04-29","","Without Adoption Event"
1117,"2023-07-30","","Without Adoption Event"
1118,"2021-04-10",6,"With Adoption Event"
1119,"2022-03-27",10,"With Adoption Event"
1120,"2023-09-27","","Without Adoption Event"
1121,"2022-12-08",12,"With Adoption Event"
1122,"2023-07-03",15,"With Adoption Event"
1123,"2020-10-23","","Without Adoption Event"
1124,"2021-11-15",8,"With Adoption Event"
1125,"2022-05-24",10,"With Adoption Event"
1126,"2023-05-31","","Without Adoption Event"
1127,"2023-12-05","","Without Adoption Event"
1128,"2022-12-13","","Without Adoption Event"
1129,"2023-04-13","","Without Adoption Event"
1130,"2023-11-30","","Without Adoption Event"
1131,"2023-12-29",16,"With Adoption Event"
1132,"2023-11-07","","Without Adoption Event"
1133,"2023-08-07","","Without Adoption Event"
1134,"2023-04-01","","Without Adoption Event"
1135,"2023-05-08","","Without Adoption Event"
1136,"2023-11-22",16,"With Adoption Event"
1137,"2021-09-24","","Without Adoption Event"
1138,"2021-08-08","","Without Adoption Event"
1139,"2023-08-20","","Without Adoption Event"
1140,"2021-12-22",8,"With Adoption Event"
1141,"2021-07-29","","Without Adoption Event"
1142,"2022-04-20","","Without Adoption Event"
1143,"2022-04-03","","Without Adoption Event"
1144,"2023-01-23",13,"With Adoption Event"
1145,"2021-12-26","","Without Adoption Event"
1146,"2023-11-12",16,"With Adoption Event"
1147,"2023-06-15","","Without Adoption Event"
1148,"2023-12-31",16,"With Adoption Event"
1149,"2023-04-11","","Without Adoption Event"
1150,"2023-10-17",16,"With Adoption Event"
1151,"2023-11-09","","Without Adoption Event"
1152,"2023-12-11",16,"With Adoption Event"
1153,"2023-10-24","","Without Adoption Event"
1154,"2022-02-19",9,"With Adoption Event"
1155,"2021-08-06","","Without Adoption Event"
1156,"2023-12-23",16,"With Adoption Event"
1157,"2021-06-29","","Without Adoption Event"
1158,"2023-04-09","","Without Adoption Event"
1159,"2023-02-17","","Without Adoption Event"
1160,"2022-09-04",11,"With Adoption Event"
1161,"2018-05-20","","Without Adoption Event"
1162,"2023-03-09","","Without Adoption Event"
1163,"2018-03-16","","Without Adoption Event"
1164,"2023-05-29","","Without Adoption Event"
1165,"2019-09-01","","Without Adoption Event"
1166,"2021-12-18","","Without Adoption Event"
1167,"2023-09-23","","Without Adoption Event"
1168,"2018-09-06","","Without Adoption Event"
1169,"2023-04-12",14,"With Adoption Event"
1170,"2022-12-30",12,"With Adoption Event"
1171,"2020-02-19",1,"With Adoption Event"
1172,"2022-07-11","","Without Adoption Event"
1173,"2023-05-28",14,"With Adoption Event"
1174,"2023-01-02","","Without Adoption Event"
1175,"2018-12-02","","Without Adoption Event"
1176,"2021-09-16",8,"With Adoption Event"
1177,"2023-09-05",16,"With Adoption Event"
1178,"2021-02-12","","Without Adoption Event"
1179,"2023-04-29",14,"With Adoption Event"
1180,"2022-06-24","","Without Adoption Event"
1181,"2021-08-22","","Without Adoption Event"
1182,"2023-12-17","","Without Adoption Event"
1183,"2022-02-17",9,"With Adoption Event"
1184,"2019-12-09","","Without Adoption Event"
1185,"2021-07-20","","Without Adoption Event"
1186,"2023-10-13",16,"With Adoption Event"
1187,"2022-06-17","","Without Adoption Event"
1188,"2022-11-11","","Without Adoption Event"
1189,"2019-12-18","","Without Adoption Event"
1190,"2023-11-28",16,"With Adoption Event"
1191,"2020-10-16","","Without Adoption Event"
1192,"2023-11-16","","Without Adoption Event"
1193,"2023-02-06","","Without Adoption Event"
1194,"2023-06-28","","Without Adoption Event"
1195,"2021-12-14",8,"With Adoption Event"
1196,"2023-03-19",14,"With Adoption Event"
1197,"2022-11-27",12,"With Adoption Event"
1198,"2020-06-15","","Without Adoption Event"
1199,"2020-10-07",4,"With Adoption Event"
1200,"2023-08-14","","Without Adoption Event"
1201,"2022-06-23","","Without Adoption Event"
1202,"2022-07-15","","Without Adoption Event"
1203,"2022-08-02","","Without Adoption Event"
1204,"2023-12-31","","Without Adoption Event"
1205,"2023-05-09",14,"With Adoption Event"
1206,"2023-01-01",12,"With Adoption Event"
1207,"2023-11-21",16,"With Adoption Event"
1208,"2023-09-06","","Without Adoption Event"
1209,"2023-10-28",16,"With Adoption Event"
1210,"2021-12-12","","Without Adoption Event"
1211,"2022-02-27","","Without Adoption Event"
1212,"2023-02-12",13,"With Adoption Event"
1213,"2022-07-03","","Without Adoption Event"
1214,"2022-04-11","","Without Adoption Event"
1215,"2023-09-18","","Without Adoption Event"
1216,"2023-08-03","","Without Adoption Event"
1217,"2023-12-10","","Without Adoption Event"
1218,"2023-05-18","","Without Adoption Event"
1219,"2020-12-09","","Without Adoption Event"
1220,"2023-07-18","","Without Adoption Event"
1221,"2022-04-07","","Without Adoption Event"
1222,"2021-03-15",6,"With Adoption Event"
1223,"2023-08-20","","Without Adoption Event"
1224,"2021-12-23","","Without Adoption Event"
1225,"2023-07-26","","Without Adoption Event"
1226,"2023-01-10",13,"With Adoption Event"
1227,"2019-09-16","","Without Adoption Event"
1228,"2023-08-09","","Without Adoption Event"
1229,"2023-10-09",16,"With Adoption Event"
1230,"2023-10-16","","Without Adoption Event"
1231,"2023-11-24","","Without Adoption Event"
1232,"2020-10-16",4,"With Adoption Event"
1233,"2023-09-15","","Without Adoption Event"
1234,"2023-02-27",13,"With Adoption Event"
1235,"2023-12-30","","Without Adoption Event"
1236,"2022-11-25",12,"With Adoption Event"
1237,"2022-05-24",10,"With Adoption Event"
1238,"2018-11-26","","Without Adoption Event"
1239,"2021-08-05","","Without Adoption Event"
1240,"2020-09-04","","Without Adoption Event"
1241,"2023-11-07","","Without Adoption Event"
1242,"2023-12-26","","Without Adoption Event"
1243,"2022-12-22","","Without Adoption Event"
1244,"2022-12-03",12,"With Adoption Event"
1245,"2022-12-24",12,"With Adoption Event"
1246,"2019-07-21","","Without Adoption Event"
1247,"2023-11-21",16,"With Adoption Event"
1248,"2023-09-02",15,"With Adoption Event"
1249,"2020-01-02","","Without Adoption Event"
1250,"2021-11-25","","Without Adoption Event"
1251,"2021-10-23",8,"With Adoption Event"
1252,"2020-12-21","","Without Adoption Event"
1253,"2021-03-17","","Without Adoption Event"
1254,"2023-11-16","","Without Adoption Event"
1255,"2023-05-08","","Without Adoption Event"
1256,"2023-10-13","","Without Adoption Event"
1257,"2020-07-03","","Without Adoption Event"
1258,"2021-02-06","","Without Adoption Event"
1259,"2020-09-07",4,"With Adoption Event"
1260,"2023-08-17","","Without Adoption Event"
1261,"2023-09-12","","Without Adoption Event"
1262,"2021-05-18","","Without Adoption Event"
1263,"2019-12-02","","Without Adoption Event"
1264,"2023-12-13","","Without Adoption Event"
1265,"2023-07-15",15,"With Adoption Event"
1266,"2023-02-19",13,"With Adoption Event"
1267,"2023-05-27",14,"With Adoption Event"
1268,"2023-10-28","","Without Adoption Event"
1269,"2019-07-13","","Without Adoption Event"
1270,"2022-12-21",12,"With Adoption Event"
1271,"2022-11-25","","Without Adoption Event"
1272,"2022-03-07",10,"With Adoption Event"
1273,"2022-02-15","","Without Adoption Event"
1274,"2023-03-21",14,"With Adoption Event"
1275,"2021-01-05","","Without Adoption Event"
1276,"2023-12-31","","Without Adoption Event"
1277,"2022-03-06",10,"With Adoption Event"
1278,"2018-12-23","","Without Adoption Event"
1279,"2022-03-13","","Without Adoption Event"
1280,"2022-06-20","","Without Adoption Event"
1281,"2020-08-22","","Without Adoption Event"
1282,"2021-10-06",8,"With Adoption Event"
1283,"2023-07-19","","Without Adoption Event"
1284,"2023-11-10",16,"With Adoption Event"
1285,"2018-11-23","","Without Adoption Event"
1286,"2021-07-01","","Without Adoption Event"
1287,"2023-07-04","","Without Adoption Event"
1288,"2022-11-20","","Without Adoption Event"
1289,"2023-11-20","","Without Adoption Event"
1290,"2023-06-10","","Without Adoption Event"
1291,"2022-12-20","","Without Adoption Event"
1292,"2023-01-05","","Without Adoption Event"
1293,"2023-07-12",15,"With Adoption Event"
1294,"2023-06-13",15,"With Adoption Event"
