pet_id,pet_name,species_id,subspecies_id,age_dec_2023,year_of_birth,arrival_date,gender,aggressiveness,adopted_status
363, Benny,4,45,2,10/1/2021,10/1/2021,Male,Medium,Adopted
364,Cleo,2,12,18,5/1/2005,2/5/2020,Female,Low,Adopted
365,Kimmy,3,41,11,8/1/2012,8/21/2021,Female,Low,Adopted
366, Duke,2,11,17,3/1/2006,2/14/2023,Male,Low,Adopted
367, Huey,2,10,15,3/1/2008,10/13/2023,Male,Low,Adopted
368, Barnum,5,53,1,5/1/2022,11/1/2022,Male,Medium,Adopted
369,Hunter,3,37,1,7/1/2022,11/1/2022,Male,Medium,Adopted
370, Koji,2,9,13,12/1/2010,7/12/2020,Male,Low,Adopted
371,Prince,2,15,17,11/1/2006,9/11/2023,Male,High,Adopted
372,Gypsy,3,29,1,4/1/2022,4/1/2022,Female,High,Adopted
373,Moss,1,5,2,8/1/2021,10/1/2021,Male,High,Not Adopted
374,Gaea,2,21,11,1/1/2012,11/15/2017,Female,Medium,Adopted
375, Tux,3,26,1,8/1/2022,12/1/2022,Male,Medium,Adopted
376, Marlie,3,36,13,12/1/2010,1/13/2018,Female,Medium,Adopted
377,Cooper,3,25,14,8/1/2009,7/9/2021,Male,Medium,Adopted
378,Mango,3,42,13,5/1/2010,6/30/2022,Male,Low,Adopted
379, Zoey,3,36,2,2/1/2021,11/19/2021,Female,Medium,Adopted
380,Roxy,3,26,6,6/1/2017,4/16/2023,Female,Medium,Not Adopted
381, Marshall,6,56,1,1/1/2022,7/1/2022,Male,High,Adopted
382,Knight,3,38,14,2/1/2009,9/16/2021,Male,Low,Adopted
383, Ada,9,71,1,8/1/2022,8/1/2022,Female,Low,Adopted
384,Basilisk,2,17,17,12/1/2006,11/14/2021,Male,Low,Adopted
385, Steve,2,9,1,3/1/2022,3/1/2022,Male,Low,Adopted
386, Sprinkles,2,8,9,4/1/2014,8/21/2021,Female,Medium,Adopted
387, Tessa,1,3,1,10/1/2022,10/1/2022,Female,Low,Not Adopted
388, Timmy,4,45,2,10/1/2021,11/1/2021,Male,Low,Not Adopted
389,Dagger,3,26,2,3/1/2021,3/1/2021,Male,Medium,Adopted
390, Toffee,5,50,5,12/1/2018,1/17/2023,Female,Low,Not Adopted
391, Cali,2,12,12,6/1/2011,7/30/2023,Female,Low,Adopted
392, Angus,3,38,7,5/1/2016,6/15/2023,Male,Low,Adopted
393, Scout,3,41,10,9/1/2013,11/2/2019,Female,Medium,Adopted
394, Floyd,1,4,5,2/1/2018,6/14/2020,Male,Medium,Not Adopted
395, Bingo,6,56,1,5/1/2022,5/1/2022,Male,Low,Adopted
396,Beluga,2,10,11,2/1/2012,9/14/2020,Male,High,Adopted
397, Lyla,2,23,1,3/1/2022,9/1/2022,Female,Low,Adopted
398, Snap,2,21,5,12/1/2018,6/21/2022,Male,Medium,Adopted
399, Hannah,1,1,10,1/1/2013,9/13/2022,Female,High,Adopted
400,Winchester,7,63,10,10/1/2013,10/11/2019,Male,Low,Adopted
401, Layla,5,51,4,2/1/2019,2/1/2019,Female,Low,Adopted
402,Leviathan,4,48,5,9/1/2018,10/1/2018,Male,High,Not Adopted
403, Nala,7,63,6,11/1/2017,5/7/2018,Female,Low,Adopted
404,Sierra,3,41,3,10/1/2020,3/1/2021,Female,Medium,Adopted
405, Dodge,3,40,5,12/1/2018,1/1/2019,Male,High,Adopted
406,Charon,3,34,7,1/1/2016,8/17/2021,Male,High,Adopted
407,Tisha,5,50,5,8/1/2018,9/19/2018,Female,Low,Not Adopted
408, Vixen,2,11,6,9/1/2017,10/31/2018,Female,High,Not Adopted
409, Bandit,5,52,4,10/1/2019,12/1/2019,Male,Medium,Adopted
410, Binky,3,26,5,9/1/2018,2/15/2022,Male,Medium,Not Adopted
411, Rocket,2,20,14,6/1/2009,7/17/2019,Male,Low,Adopted
412,Pashmina,3,26,14,7/1/2009,7/20/2018,Female,Medium,Adopted
413,Ygritte,3,41,3,11/1/2020,12/1/2020,Female,Medium,Not Adopted
414,Noctis,3,30,6,3/1/2017,6/8/2023,Male,Low,Adopted
415,Raindrop,6,55,1,4/1/2022,6/1/2022,Female,Low,Adopted
416, Alonzo,1,4,1,12/1/2022,2/1/2023,Male,Low,Not Adopted
417,Maisie-Rae,3,26,3,4/1/2020,7/1/2020,Female,Low,Adopted
418,Xyla,3,39,8,1/1/2015,8/5/2019,Female,Low,Adopted
419, Frankie,4,49,3,9/1/2020,9/1/2020,Female,Low,Adopted
420,Teton,2,18,12,5/1/2011,9/14/2018,Male,Low,Adopted
421,Betsy,8,65,24,2/1/1999,8/29/2019,Female,Low,Not Adopted
422,Cleo,3,35,12,12/1/2011,3/9/2020,Female,Medium,Adopted
423, Pebbles,4,49,2,10/1/2021,2/1/2022,Female,Low,Adopted
424,Lantern,2,7,5,2/1/2018,2/10/2022,Male,Medium,Adopted
425, Flicka,9,73,3,4/1/2020,10/1/2020,Female,Medium,Adopted
426,Cajun,3,44,3,9/1/2020,9/1/2020,Male,Low,Not Adopted
427, Riley,9,73,8,2/1/2015,9/24/2017,Male,Low,Adopted
428, Bella,2,12,19,3/1/2004,9/6/2017,Female,Medium,Adopted
429,Argus,3,34,10,11/1/2013,11/15/2021,Male,High,Not Adopted
430, Arabella,2,18,6,9/1/2017,9/28/2022,Female,Low,Adopted
431, Frankie,3,26,1,10/1/2022,10/1/2022,Male,Low,Adopted
432,Yam,3,34,4,5/1/2019,6/1/2019,Female,High,Adopted
433, Alonzo,4,47,1,7/1/2022,12/1/2022,Male,Low,Adopted
434,Kraken,9,74,1,3/1/2022,10/23/2022,Male,Low,Adopted
435, Barnum,3,30,1,10/1/2022,2/1/2023,Male,Low,Adopted
436, Jasper,1,1,10,3/1/2013,8/9/2021,Male,Low,Not Adopted
437,Kaia,1,3,10,4/1/2013,3/30/2020,Female,Low,Not Adopted
438,Noctis,3,33,1,8/1/2022,9/1/2022,Male,Low,Not Adopted
439,Sesame,3,33,9,8/1/2014,3/4/2023,Female,Low,Adopted
440,Montego,2,7,17,11/1/2006,7/9/2022,Male,High,Adopted
441, Holly,4,46,3,7/1/2020,7/1/2020,Female,Low,Adopted
442,Ygritte,2,12,6,10/1/2017,12/11/2017,Female,Medium,Adopted
443,Noelani,3,28,2,7/1/2021,7/1/2021,Female,Medium,Not Adopted
444,Olav,2,19,3,7/1/2020,12/1/2020,Male,Medium,Adopted
445,0,7,61,4,5/1/2019,5/1/2019,Female,Low,Adopted
446, Boris,3,30,6,2/1/2017,1/13/2020,Male,Low,Not Adopted
447,Sonic,3,35,6,2/1/2017,12/1/2021,Male,Medium,Adopted
448,Coraline,2,17,20,7/1/2003,3/31/2023,Female,Low,Adopted
449,Chessie,3,36,5,8/1/2018,8/7/2018,Female,High,Adopted
450, Carson,3,33,4,7/1/2019,8/9/2021,Male,Medium,Adopted
451, Bessie,3,35,3,6/1/2020,9/1/2020,Female,Low,Adopted
452,Sabrina,3,31,9,11/1/2014,2/14/2018,Female,High,Adopted
453, Harvey,2,15,7,5/1/2016,1/1/2023,Male,High,Adopted
454,Phoenix,3,37,14,8/1/2009,9/16/2019,Male,Medium,Adopted
455,Mullet,3,33,2,5/1/2021,8/1/2021,Male,High,Adopted
456, Bubba,1,4,2,12/1/2021,2/1/2022,Male,Medium,Adopted
457,Sherlock,3,36,6,2/1/2017,6/22/2021,Male,Medium,Adopted
458,Brandy,2,7,14,9/1/2009,10/26/2023,Female,High,Adopted
459,Lumi,2,21,6,6/1/2017,7/6/2022,Female,Medium,Adopted
460,Morty,11,80,20,10/1/2003,6/9/2017,Male,Low,Not Adopted
461, Brina,2,23,2,11/1/2021,1/27/2022,Female,Medium,Adopted
462, Stanley,2,10,4,1/1/2019,8/15/2019,Male,Medium,Adopted
463,Mila,3,33,10,3/1/2013,7/19/2019,Female,High,Adopted
464, Georgia,3,42,11,11/1/2012,10/22/2017,Female,Low,Adopted
465, Alaska,2,20,3,5/1/2020,10/1/2020,Female,Low,Adopted
466,Gonzo,3,37,6,7/1/2017,2/12/2022,Male,High,Adopted
467, Copper,2,22,11,10/1/2012,12/11/2023,Male,Medium,Adopted
468,Golda,8,67,35,11/1/1988,11/18/2021,Female,Low,Not Adopted
469,Champ,3,38,9,9/1/2014,6/14/2023,Male,Low,Adopted
470,Weston,3,32,6,2/1/2017,1/27/2018,Male,Medium,Adopted
471, Trapper,2,16,6,1/1/2017,6/9/2021,Male,Low,Adopted
472, Goose,3,28,3,12/1/2020,12/1/2020,Male,Low,Not Adopted
473,Wilfred,3,41,5,6/1/2018,11/1/2018,Male,Medium,Adopted
474, Squirt,1,5,1,7/1/2022,12/1/2022,Male,High,Not Adopted
475,Plato,3,43,2,10/1/2021,10/1/2021,Male,Low,Adopted
476, Buzz,9,74,11,7/1/2012,5/11/2020,Male,High,Adopted
477,Kraken,3,27,2,6/1/2021,6/1/2021,Male,High,Adopted
478, Candy,3,25,5,12/1/2018,2/1/2019,Female,Medium,Adopted
479,0,3,39,4,10/1/2019,11/1/2019,Female,Low,Adopted
480,Onyx,5,52,4,11/1/2019,4/1/2020,Male,Medium,Adopted
481, Guppy,2,7,20,5/1/2003,11/28/2022,Female,Medium,Not Adopted
482,Roar,5,50,4,11/1/2019,11/1/2019,Male,Low,Not Adopted
483,Champ,6,58,3,5/1/2020,11/1/2020,Male,Medium,Adopted
484,Galileo,4,47,2,7/1/2021,10/1/2021,Male,Low,Not Adopted
485, Pippin,3,37,10,11/1/2013,10/7/2021,Male,Low,Adopted
486, Misty,3,30,3,1/1/2020,1/1/2020,Female,Low,Adopted
487, Norman,7,64,15,5/1/2008,11/30/2020,Male,Medium,Adopted
488,Gypsy,3,37,13,6/1/2010,9/8/2021,Female,Medium,Adopted
489, Slinky,5,53,4,7/1/2019,11/23/2021,Male,Low,Not Adopted
490,Cruncher,1,4,5,5/1/2018,12/16/2020,Male,Medium,Not Adopted
491,Bugsy,2,14,3,10/1/2020,12/8/2020,Male,Medium,Not Adopted
492, Pearl,4,46,4,4/1/2019,10/10/2023,Female,Low,Not Adopted
493, Diamond,1,5,8,3/1/2015,11/3/2021,Female,High,Not Adopted
494, Tofu,3,37,9,8/1/2014,4/12/2019,Male,Low,Adopted
495,Junebug,2,19,1,2/1/2022,8/1/2022,Female,Medium,Adopted
496,Rorschach,9,72,6,12/1/2017,8/22/2020,Male,Low,Adopted
497,Ryder,3,39,8,1/1/2015,8/25/2022,Male,Low,Adopted
498,Hardy,2,23,1,8/1/2022,8/1/2022,Male,Medium,Adopted
499, Simba,1,1,3,8/1/2020,11/1/2020,Male,Medium,Not Adopted
500,Solo,3,35,13,4/1/2010,4/4/2017,Male,Medium,Adopted
501,Watson,3,28,6,6/1/2017,10/20/2017,Male,Medium,Adopted
502,Sundae,3,34,8,2/1/2015,4/5/2021,Female,Medium,Adopted
503, Sparkle,3,29,5,4/1/2018,12/17/2023,Female,High,Adopted
504, Fudge,1,5,6,3/1/2017,10/20/2019,Male,Low,Not Adopted
505, Rani,10,77,19,12/1/2004,4/21/2018,Female,Medium,Adopted
506, Bruno,3,27,5,2/1/2018,3/9/2019,Male,Medium,Adopted
507, Beauregard,6,56,1,4/1/2022,7/1/2022,Male,Medium,Adopted
508,Dingo,3,42,9,3/1/2014,1/8/2023,Male,Low,Adopted
509,Bones,3,26,3,4/1/2020,4/1/2020,Male,Low,Adopted
510,Sirius,3,32,13,5/1/2010,9/23/2018,Male,Low,Adopted
511,Tamara,8,68,49,5/1/1974,5/24/2023,Female,Medium,Adopted
512, Max,2,15,10,10/1/2013,3/15/2023,Male,High,Adopted
513,Nitro,2,13,11,9/1/2012,2/19/2022,Male,Medium,Adopted
514,Dingo,2,17,4,12/1/2019,11/17/2021,Male,Low,Adopted
515,Rani,2,12,5,5/1/2018,8/19/2021,Female,High,Adopted
516, Meadow,2,24,20,11/1/2003,4/12/2022,Female,Low,Adopted
517,Richter,2,24,6,12/1/2017,11/7/2019,Male,Low,Adopted
518,Jag,7,61,2,6/1/2021,6/1/2021,Male,Low,Adopted
519, Pickles,2,7,3,7/1/2020,7/1/2020,Male,Medium,Not Adopted
520,Nero,2,14,6,2/1/2017,1/10/2019,Male,Low,Adopted
521, Tilly,2,16,10,1/1/2013,5/30/2018,Female,High,Adopted
522,Mars,6,57,2,9/1/2021,3/1/2022,Male,Low,Adopted
523, Murphy,2,10,6,11/1/2017,10/2/2023,Male,High,Adopted
524, Bernard,2,22,4,11/1/2019,11/3/2021,Male,High,Not Adopted
525,0,2,19,7,4/1/2016,3/18/2017,Female,Medium,Adopted
526, Chance,2,18,5,11/1/2018,9/5/2023,Male,Low,Adopted
527,Nash,2,19,1,7/1/2022,1/1/2023,Male,High,Not Adopted
528, Buffy,2,8,2,12/1/2021,12/1/2021,Female,Medium,Adopted
529, Wombat,4,46,5,3/1/2018,12/25/2023,Male,Medium,Adopted
530,Elodie,2,6,12,5/1/2011,10/19/2022,Female,Medium,Adopted
531, Dandelion,3,38,2,9/1/2021,9/1/2021,Female,Low,Adopted
532, Arnold,3,33,1,9/1/2022,2/1/2023,Male,Low,Adopted
533,Milo,3,40,5,1/1/2018,1/1/2018,Male,High,Adopted
534,Magnet,2,24,8,8/1/2015,3/11/2018,Male,High,Adopted
535, Silas,5,53,6,4/1/2017,7/27/2021,Male,High,Adopted
536, Graham,3,36,10,6/1/2013,8/13/2018,Male,High,Adopted
537,Savannah,2,16,4,9/1/2019,9/1/2019,Female,Medium,Adopted
538,Woody,10,79,11,11/1/2012,6/5/2023,Male,Low,Adopted
539,Cerise,2,9,1,1/1/2022,2/1/2022,Female,Low,Adopted
540,Fergus,3,40,2,7/1/2021,4/8/2022,Male,High,Not Adopted
541, Phoebe,2,6,1,4/1/2022,4/1/2022,Female,High,Adopted
542,Sonnet,2,15,5,1/1/2018,3/1/2018,Female,High,Adopted
543,Rebel,2,13,14,8/1/2009,10/16/2018,Female,High,Adopted
544, Comet,2,18,6,1/1/2017,10/14/2023,Male,Medium,Adopted
545,Sinai,3,31,15,5/1/2008,7/27/2018,Female,Medium,Adopted
546,Butch,3,44,10,9/1/2013,2/8/2023,Male,Medium,Adopted
547, Tally,3,43,6,7/1/2017,1/9/2022,Female,Low,Adopted
548,Doodle,2,20,6,10/1/2017,2/26/2023,Male,Low,Adopted
549,Ansel,3,38,8,2/1/2015,4/9/2021,Male,Low,Adopted
550, Meadow,5,52,7,5/1/2016,10/22/2019,Female,Medium,Not Adopted
551,Starla,3,26,1,10/1/2022,3/1/2023,Female,High,Adopted
552,Kernel,2,20,1,9/1/2022,8/11/2023,Male,Low,Adopted
553, Grizz,4,47,1,7/1/2022,10/1/2022,Male,Low,Adopted
554, Ajax,2,24,7,9/1/2016,12/28/2020,Male,Medium,Adopted
555,Cairo,5,6,2,2/1/2021,2/1/2021,Female,Medium,Not Adopted
556,Indigo,6,55,2,3/1/2021,4/1/2021,Male,Medium,Adopted
557, Nugget,3,41,9,10/1/2014,10/13/2017,Female,Medium,Adopted
558,Callahan,4,49,2,4/1/2021,7/1/2021,Male,Medium,Adopted
559,Duchess,3,34,6,7/1/2017,12/4/2019,Female,High,Adopted
560,Queenie,1,1,10,9/1/2013,9/22/2019,Female,Low,Adopted
561, Gracie,2,22,12,12/1/2011,7/3/2023,Female,Low,Adopted
562, Ernie,5,52,2,4/1/2021,4/1/2021,Male,Low,Adopted
563,Zuzu,5,51,3,1/1/2020,2/1/2020,Male,Medium,Not Adopted
564, Jada,2,16,9,1/1/2014,12/10/2021,Female,Low,Adopted
565, Finn,1,1,3,1/1/2020,1/1/2020,Male,Medium,Not Adopted
566, Amigo,2,18,2,7/1/2021,8/1/2021,Male,High,Adopted
567, Peaches,3,41,2,4/1/2021,7/24/2021,Female,Medium,Adopted
568,Samson,4,49,1,1/1/2022,1/1/2022,Male,Medium,Adopted
569,Zola,3,28,14,6/1/2009,7/21/2019,Female,Low,Adopted
570,Lantern,3,43,5,2/1/2018,7/1/2018,Male,Low,Adopted
571,Magnet,5,52,6,3/1/2017,1/4/2022,Male,High,Not Adopted
572,Halo,3,26,15,11/1/2008,10/18/2023,Female,Low,Not Adopted
573,Stoney,2,17,3,5/1/2020,4/18/2021,Male,Low,Adopted
574,Ruben,5,53,2,9/1/2021,5/12/2023,Male,Medium,Not Adopted
575,Daisy-Mae,10,78,9,11/1/2014,12/6/2022,Female,Low,Adopted
576, Zoey,3,31,5,4/1/2018,6/26/2023,Female,Medium,Not Adopted
577, Agnes,5,51,2,10/1/2021,2/1/2022,Female,Medium,Not Adopted
578,Yum Yum,5,50,5,8/1/2018,5/8/2023,Female,Low,Adopted
579,Venom,2,18,20,8/1/2003,4/4/2017,Male,Low,Not Adopted
580,Pasha,3,39,5,6/1/2018,7/1/2018,Male,Low,Adopted
581, Tootsie,3,26,4,4/1/2019,8/17/2019,Female,Medium,Not Adopted
582, Oakley,3,25,14,1/1/2009,4/24/2020,Male,Medium,Adopted
583,Congo,5,53,1,12/1/2022,2/1/2023,Male,Low,Not Adopted
584, Rani,1,5,6,9/1/2017,4/7/2018,Female,Medium,Not Adopted
585,Venom,2,24,4,9/1/2019,9/1/2019,Male,Low,Adopted
586, Carly,3,36,3,9/1/2020,9/1/2020,Female,Low,Adopted
587,Tisha,2,11,5,3/1/2018,3/1/2018,Female,Medium,Adopted
588, Augustus,3,41,13,3/1/2010,11/12/2018,Male,Medium,Adopted
589, Ellie,2,11,3,8/1/2020,9/1/2020,Female,Low,Adopted
590, Nugget,5,6,6,11/1/2017,3/15/2020,Female,High,Adopted
591,Cleo,2,21,17,8/1/2006,8/5/2018,Female,Medium,Adopted
592,Skittles,3,27,13,6/1/2010,7/20/2020,Male,Medium,Adopted
593, Roscoe,3,30,1,2/1/2022,2/1/2022,Male,Low,Not Adopted
594, Rocket,3,27,4,10/1/2019,10/1/2019,Male,High,Adopted
595, Bowser,2,14,2,11/1/2021,1/1/2022,Male,Low,Adopted
596, Lala,2,15,6,11/1/2017,11/23/2019,Female,Medium,Not Adopted
597, Channing,3,29,8,3/1/2015,3/15/2020,Male,Medium,Not Adopted
598,Bugsy,2,10,17,6/1/2006,5/15/2019,Male,Medium,Adopted
599, Alfie,3,29,14,11/1/2009,1/8/2018,Male,Medium,Adopted
600,Gordie,3,39,15,5/1/2008,5/1/2019,Male,Medium,Adopted
601,Paris,2,15,14,12/1/2009,7/30/2020,Female,High,Adopted
602, Finnegan,1,4,1,11/1/2022,7/14/2023,Male,Low,Not Adopted
603,Flash,3,36,11,6/1/2012,9/30/2018,Male,Medium,Adopted
604, Echo,8,66,37,2/1/1986,6/3/2019,Female,Medium,Adopted
605, Dottie,1,1,1,8/1/2022,8/1/2022,Female,Medium,Not Adopted
606, Grizz,4,48,2,4/1/2021,4/1/2021,Male,High,Not Adopted
607,Denim,4,47,5,12/1/2018,3/29/2023,Female,Low,Adopted
608, Atreyu,6,59,1,2/1/2022,3/1/2022,Male,Low,Adopted
609,Valen,1,2,3,3/1/2020,12/31/2021,Male,Low,Not Adopted
610, Aurora,5,50,2,8/1/2021,8/1/2021,Female,Low,Adopted
611,Aspen,3,27,1,11/1/2022,5/1/2023,Male,High,Adopted
612, Harvey,3,44,12,7/1/2011,5/24/2023,Male,Medium,Adopted
613, Cody,10,76,5,2/1/2018,2/25/2022,Male,High,Adopted
614, Matilda,11,83,18,7/1/2005,6/9/2017,Female,Medium,Not Adopted
615,Wilfred,3,42,4,2/1/2019,5/10/2019,Male,Low,Adopted
616, Barnum,3,43,13,8/1/2010,11/20/2019,Male,Low,Adopted
617,Watson,2,10,3,3/1/2020,6/1/2020,Male,Low,Adopted
618, Frosty,3,37,2,4/1/2021,6/2/2023,Female,Medium,Adopted
619, Pudding,3,43,6,8/1/2017,8/1/2017,Female,Low,Adopted
620, Amara,3,41,13,7/1/2010,10/8/2018,Female,Medium,Not Adopted
621, Timmy,3,35,4,1/1/2019,1/1/2019,Male,High,Adopted
622,Zeus,3,40,14,3/1/2009,11/25/2018,Male,High,Adopted
623,Mullet,3,29,15,5/1/2008,10/31/2019,Male,High,Adopted
624, Drift,1,2,8,2/1/2015,8/16/2021,Male,Low,Not Adopted
625,Reno,3,44,7,12/1/2016,1/12/2022,Male,Medium,Adopted
626,Cajun,6,59,1,2/1/2022,2/1/2022,Male,High,Adopted
627, Ollie,7,60,9,7/1/2014,3/9/2022,Male,Medium,Adopted
628, Blaze,2,8,16,7/1/2007,12/7/2022,Male,Medium,Not Adopted
629, Gator,2,15,6,3/1/2017,7/12/2022,Male,High,Adopted
630, Elmo,8,69,29,2/1/1994,1/19/2019,Male,Low,Not Adopted
631,Coraline,2,24,2,10/1/2021,10/1/2021,Female,Medium,Adopted
632,Mary Jane,3,28,3,11/1/2020,5/1/2021,Female,Medium,Not Adopted
633,Biscuit,5,53,2,8/1/2021,11/1/2021,Male,Low,Adopted
634,Venom,2,10,16,2/1/2007,1/26/2019,Male,Medium,Adopted
635,Gretchen,3,36,13,7/1/2010,7/15/2021,Female,High,Adopted
636,Basilisk,3,44,2,6/1/2021,10/1/2021,Male,Medium,Adopted
637,Zico,2,20,5,6/1/2018,10/3/2023,Male,Low,Adopted
638, Cal,2,20,12,10/1/2011,1/28/2020,Male,Low,Adopted
639,Alfredo,3,30,15,6/1/2008,9/14/2017,Male,Low,Adopted
640,Chaz,2,15,6,7/1/2017,2/12/2022,Male,Medium,Adopted
641,Knight,5,52,5,11/1/2018,5/1/2019,Male,Low,Not Adopted
642,Odin,3,34,3,7/1/2020,11/1/2020,Male,High,Not Adopted
643,Dingo,2,24,15,8/1/2008,4/24/2018,Male,Low,Adopted
644,Tinsel,7,64,13,7/1/2010,9/14/2021,Female,Low,Adopted
645, Agatha,3,25,2,5/1/2021,11/1/2021,Female,Medium,Adopted
646, Louie,6,58,1,5/1/2022,5/1/2022,Male,Low,Adopted
647,Leroy,11,83,19,1/1/2004,8/4/2018,Male,Medium,Not Adopted
648,Fudge,6,55,1,3/1/2022,3/1/2022,Female,Low,Adopted
649, Venus,3,25,10,7/1/2013,7/19/2018,Female,High,Adopted
650,Squatch,3,26,5,1/1/2018,2/17/2020,Male,Low,Adopted
651, Kona,5,50,2,3/1/2021,8/1/2021,Female,Low,Adopted
652,Pashmina,2,6,1,3/1/2022,3/1/2022,Female,High,Adopted
653, Willow,2,10,8,3/1/2015,4/21/2019,Female,Medium,Adopted
654, Elmo,2,17,6,12/1/2017,12/1/2017,Male,Low,Adopted
655, Campbell,2,12,17,12/1/2006,9/13/2022,Male,High,Adopted
656, Miles,4,49,2,6/1/2021,7/7/2021,Male,Low,Adopted
657,Mirage,2,13,9,5/1/2014,7/29/2017,Male,Medium,Adopted
658,Ginny,3,35,5,1/1/2018,10/5/2018,Female,Medium,Adopted
659, Ace,5,52,5,3/1/2018,8/2/2018,Male,High,Not Adopted
660, Bernard,9,71,2,4/1/2021,7/1/2021,Male,Low,Adopted
661,Amelie,6,58,2,7/1/2021,7/1/2021,Female,Low,Adopted
662, Ada,3,42,13,1/1/2010,7/18/2017,Female,Low,Not Adopted
663, Bubba,3,34,9,6/1/2014,7/23/2022,Male,High,Adopted
664,Jessie,2,19,18,5/1/2005,2/18/2019,Female,High,Adopted
665, Jack,5,50,7,5/1/2016,9/9/2022,Male,Low,Adopted
666,Beanie,1,1,7,2/1/2016,12/10/2021,Female,Medium,Adopted
667,Velvet,3,34,10,2/1/2013,6/8/2018,Female,Medium,Adopted
668, Parker,3,29,2,8/1/2021,9/1/2021,Male,Medium,Adopted
669,Stevie,3,26,6,8/1/2017,10/30/2021,Female,Low,Adopted
670, Juniper,3,25,9,6/1/2014,7/8/2017,Female,Low,Adopted
671,Natty,3,42,10,2/1/2013,3/4/2019,Female,Medium,Adopted
672,Blossom,2,9,16,12/1/2007,3/2/2022,Female,Low,Adopted
673,Kong,5,51,7,3/1/2016,4/18/2019,Male,Low,Not Adopted
674, Alfons,3,26,7,8/1/2016,5/4/2020,Male,Medium,Not Adopted
675,Starfox,11,80,7,10/1/2016,8/28/2021,Male,High,Not Adopted
676,Darwin,3,36,3,2/1/2020,1/13/2022,Male,Low,Adopted
677, Fiddlesticks,3,38,12,7/1/2011,6/3/2022,Female,Low,Not Adopted
678,Norm,3,32,8,11/1/2015,9/22/2019,Male,Low,Adopted
679, Alessia,3,40,10,3/1/2013,4/9/2022,Female,Medium,Adopted
680,Papillon,9,73,7,7/1/2016,11/7/2020,Male,Low,Adopted
681, Roscoe,2,17,5,8/1/2018,9/29/2022,Male,Low,Adopted
682,Frosty,1,2,9,9/1/2014,2/2/2019,Male,Low,Not Adopted
683, Ginger,2,9,10,12/1/2013,2/13/2020,Female,Low,Adopted
684,Panda,4,48,1,6/1/2022,7/13/2023,Male,Low,Not Adopted
685, Scooby,3,43,13,2/1/2010,4/15/2023,Male,Low,Adopted
686,Elsa,8,68,40,2/1/1983,12/12/2023,Female,Medium,Adopted
687, Rainbow,3,34,1,5/1/2022,11/30/2022,Female,Medium,Adopted
688,Zuzu,3,26,4,3/1/2019,6/24/2022,Male,Medium,Adopted
689,Slugger,3,43,6,7/1/2017,12/10/2023,Male,Low,Adopted
690,Ashanti,3,40,5,10/1/2018,10/1/2018,Female,High,Adopted
691, Olive,2,11,2,3/1/2021,3/1/2021,Female,Low,Adopted
692,Chili,3,30,3,2/1/2020,2/1/2020,Female,Low,Adopted
693,0,3,30,4,3/1/2019,3/1/2019,Female,Low,Adopted
694,Khaleesi,3,43,1,5/1/2022,5/1/2022,Female,Low,Not Adopted
695,Jojo,2,17,3,1/1/2020,6/1/2020,Male,Low,Adopted
696,Lakota,2,14,6,2/1/2017,1/2/2019,Female,Low,Adopted
697, Graham,5,52,4,10/1/2019,10/1/2019,Male,Low,Adopted
698,Mullet,3,43,10,10/1/2013,9/13/2020,Male,Low,Adopted
699,Parrot,10,78,18,8/1/2005,6/26/2019,Female,Low,Adopted
700, Fern,5,51,7,3/1/2016,8/1/2019,Female,High,Adopted
701, Vada,3,31,5,4/1/2018,5/10/2021,Female,High,Adopted
702, Dusk,7,63,3,1/1/2020,1/1/2020,Female,Low,Adopted
703, Mr. Pickles,2,8,3,11/1/2020,4/1/2021,Male,Low,Adopted
704,Mojo,3,37,6,7/1/2017,10/15/2019,Male,Low,Not Adopted
705,Sprite,4,48,5,2/1/2018,11/7/2021,Male,Medium,Adopted
706,Baron,3,37,14,5/1/2009,3/26/2019,Male,Medium,Adopted
707, Murphy,1,1,4,2/1/2019,3/15/2021,Male,High,Not Adopted
708,Harpo,9,74,1,4/1/2022,4/1/2022,Male,Medium,Adopted
709, Aldo,3,43,3,10/1/2020,10/1/2020,Male,Low,Not Adopted
710, Karma,2,13,2,4/1/2021,4/1/2021,Female,Medium,Adopted
711, Rudy,2,8,2,4/1/2021,6/1/2021,Male,Low,Adopted
712, Pearl,1,2,2,10/1/2021,10/1/2021,Female,Low,Not Adopted
713,Salem,4,48,2,8/1/2021,8/1/2021,Male,Low,Adopted
714,Dream,3,37,15,5/1/2008,7/13/2023,Female,Low,Adopted
715, Champ,2,20,14,7/1/2009,7/14/2021,Male,Low,Adopted
716, Yoshi,2,24,4,7/1/2019,7/1/2019,Male,Medium,Adopted
717,Bijou,3,27,4,6/1/2019,7/1/2019,Female,High,Not Adopted
718, Everest,6,57,1,12/1/2022,3/1/2023,Male,Low,Adopted
719,Otto,4,47,5,3/1/2018,2/14/2023,Male,Low,Adopted
720,Conrad,2,21,8,2/1/2015,2/10/2021,Male,Medium,Adopted
721, Tyson,1,4,1,1/1/2022,6/1/2022,Male,Low,Adopted
722, Rosie,3,43,14,5/1/2009,10/3/2020,Female,Low,Adopted
723, Carlotta,5,50,3,2/1/2020,8/1/2020,Female,Low,Adopted
724, Lincoln,3,31,4,11/1/2019,4/22/2020,Male,Medium,Adopted
